match,result,turned_cards,number_of_battles
11667,B,16,4
11668,B,16,4
11669,B,16,4
11670,B,16,4
11671,B,16,4
11672,B,16,4
11673,B,16,4
11674,B,16,4
11675,B,16,4
11676,B,16,4
11677,B,16,4
11678,B,16,4
11679,B,16,4
11680,B,16,4
11681,B,16,4
11682,B,16,4
11683,B,16,4
11684,B,16,4
11685,B,16,4
11686,B,16,4
11687,B,16,4
11688,B,16,4
11689,B,16,4
11690,B,16,4
11691,B,16,4
11692,B,16,4
11693,B,16,4
11694,B,16,4
11695,B,16,4
11696,B,16,4
11697,B,16,4
11698,B,16,4
11699,B,16,4
11700,B,17,3
11701,B,17,3
11702,B,17,3
11703,B,17,3
11704,B,17,3
11705,B,17,3
11706,B,17,3
11707,B,17,3
11708,B,17,3
11709,B,17,4
11710,B,17,4
11711,B,17,4
11712,B,17,4
11713,B,17,4
11714,B,17,4
11715,B,17,4
11716,B,17,4
11717,B,17,4
11718,B,16,3
11719,B,16,3
11720,B,16,3
11721,B,16,3
11722,B,16,3
11723,B,16,3
11724,B,16,3
11725,B,16,3
11726,B,16,3
11727,B,16,3
11728,B,16,3
11729,B,16,3
11730,B,17,3
11731,B,17,3
11732,B,17,3
11733,B,17,4
11734,B,17,4
11735,B,17,4
11736,B,17,4
11737,B,17,4
11738,B,17,4
11739,B,17,4
11740,B,17,4
11741,B,17,4
11742,B,17,4
11743,B,17,4
11744,B,17,4
11745,B,17,5
11746,B,17,5
11747,B,17,5
11748,B,16,4
11749,B,16,4
11750,B,16,4
11751,B,16,4
11752,B,16,4
11753,B,16,4
11754,B,16,4
11755,B,16,4
11756,B,16,4
11757,B,16,4
11758,B,16,4
11759,B,16,4
11760,B,15,3
11761,B,15,3
11762,B,15,3
11763,B,15,3
11764,B,15,3
11765,B,15,3
11766,B,15,3
11767,B,15,3
11768,B,15,3
11769,B,15,3
11770,B,15,3
11771,B,15,3
11772,B,15,3
11773,B,15,3
11774,B,15,3
11775,B,15,3
11776,B,15,3
11777,B,15,3
11778,B,15,3
11779,B,15,3
11780,B,15,3
11781,B,15,3
11782,B,15,3
11783,B,15,3
11784,B,15,3
11785,B,15,3
11786,B,15,3
11787,B,15,3
11788,B,15,3
11789,B,15,3
11790,B,16,2
11791,B,16,2
11792,B,16,2
11793,B,16,2
11794,B,16,2
11795,B,16,2
11796,B,16,2
11797,B,16,2
11798,B,16,2
11799,B,16,2
11800,B,16,2
11801,B,16,2
11802,B,16,3
11803,B,16,3
11804,B,16,3
11805,B,16,3
11806,B,16,3
11807,B,16,3
11808,B,16,3
11809,B,16,3
11810,B,16,3
11811,B,16,3
11812,B,16,3
11813,B,16,3
11814,B,16,3
11815,B,16,3
11816,B,16,3
11817,B,16,3
11818,B,16,3
11819,B,16,3
11820,B,16,3
11821,B,16,3
11822,B,16,3
11823,B,16,3
11824,B,16,3
11825,B,16,3
11826,B,16,3
11827,B,16,3
11828,B,16,3
11829,B,16,3
11830,B,16,3
11831,B,16,3
11832,B,16,3
11833,B,16,3
11834,B,16,3
11835,B,16,3
11836,B,16,3
11837,B,16,3
11838,B,16,3
11839,B,16,3
11840,B,16,3
11841,B,16,3
11842,B,16,3
11843,B,16,3
11844,B,16,3
11845,B,16,3
11846,B,16,3
11847,B,16,3
11848,B,16,3
11849,B,16,3
11850,B,16,3
11851,B,16,3
11852,B,16,3
11853,B,16,3
11854,B,16,3
11855,B,16,3
11856,B,16,3
11857,B,16,3
11858,B,16,3
11859,B,16,3
11860,B,16,3
11861,B,16,3
11862,B,16,3
11863,B,16,3
11864,B,16,3
11865,B,16,3
11866,B,16,3
11867,B,16,3
11868,B,16,3
11869,B,16,3
11870,B,16,3
11871,B,16,3
11872,B,16,3
11873,B,16,3
11874,B,16,4
11875,B,16,4
11876,B,16,4
11877,B,16,4
11878,B,16,4
11879,B,16,4
11880,B,16,4
11881,B,16,4
11882,B,16,4
11883,B,16,4
11884,B,16,4
11885,B,16,4
11886,B,16,4
11887,B,16,4
11888,B,16,4
11889,B,16,4
11890,B,16,4
11891,B,16,4
11892,B,16,4
11893,B,16,4
11894,B,16,4
11895,B,16,4
11896,B,16,4
11897,B,16,4
11898,B,16,4
11899,B,16,4
11900,B,16,4
11901,B,16,4
11902,B,16,4
11903,B,16,4
11904,B,16,4
11905,B,16,4
11906,B,16,4
11907,B,16,4
11908,B,16,4
11909,B,16,4
11910,B,15,3
11911,B,15,3
11912,B,15,3
11913,B,15,3
11914,B,15,3
11915,B,15,3
11916,B,15,3
11917,B,15,3
11918,B,15,3
11919,B,15,3
11920,B,15,3
11921,B,15,3
11922,B,15,3
11923,B,15,3
11924,B,15,3
11925,B,15,3
11926,B,15,3
11927,B,15,3
11928,B,15,3
11929,B,15,3
11930,B,15,3
11931,B,15,3
11932,B,15,3
11933,B,15,3
11934,B,15,3
11935,B,15,3
11936,B,15,3
11937,B,15,3
11938,B,15,3
11939,B,15,3
11940,B,15,3
11941,B,15,3
11942,B,15,3
11943,B,15,3
11944,B,15,3
11945,B,15,3
11946,B,15,3
11947,B,15,3
11948,B,15,3
11949,B,15,3
11950,B,15,3
11951,B,15,3
11952,B,15,3
11953,B,15,3
11954,B,15,3
11955,B,15,3
11956,B,15,3
11957,B,15,3
11958,B,15,3
11959,B,15,3
11960,B,15,3
11961,B,15,3
11962,B,15,3
11963,B,15,3
11964,B,15,3
11965,B,15,3
11966,B,15,3
11967,B,15,3
11968,B,15,3
11969,B,15,3
11970,B,18,4
11971,B,18,4
11972,B,18,4
11973,B,17,3
11974,B,17,3
11975,B,17,3
11976,B,17,3
11977,B,17,3
11978,B,17,3
11979,B,17,3
11980,B,17,3
11981,B,17,3
11982,B,18,4
11983,B,18,4
11984,B,18,4
11985,B,17,4
11986,B,17,4
11987,B,17,4
11988,B,17,4
11989,B,17,4
11990,B,17,4
11991,B,17,4
11992,B,17,4
11993,B,17,4
11994,B,17,3
11995,B,17,3
11996,B,17,3
11997,B,17,4
11998,B,17,4
11999,B,17,4
12000,B,17,4
12001,B,17,4
12002,B,17,4
12003,B,17,4
12004,B,17,4
12005,B,17,4
12006,B,16,3
12007,B,16,3
12008,B,16,3
12009,B,16,3
12010,B,16,3
12011,B,16,3
12012,B,16,3
12013,B,16,3
12014,B,16,3
12015,B,16,3
12016,B,16,3
12017,B,16,3
12018,B,16,3
12019,B,16,3
12020,B,16,3
12021,B,16,3
12022,B,16,3
12023,B,16,3
12024,B,16,3
12025,B,16,3
12026,B,16,3
12027,B,16,3
12028,B,16,3
12029,B,16,3
12030,B,18,4
12031,B,18,4
12032,B,18,4
12033,B,17,4
12034,B,17,4
12035,B,17,4
12036,B,17,4
12037,B,17,4
12038,B,17,4
12039,B,17,4
12040,B,17,4
12041,B,17,4
12042,B,17,4
12043,B,17,4
12044,B,17,4
12045,B,17,5
12046,B,17,5
12047,B,17,5
12048,B,16,4
12049,B,16,4
12050,B,16,4
12051,B,16,4
12052,B,16,4
12053,B,16,4
12054,B,16,4
12055,B,16,4
12056,B,16,4
12057,B,16,4
12058,B,16,4
12059,B,16,4
12060,B,17,3
12061,B,17,3
12062,B,17,3
12063,B,17,4
12064,B,17,4
12065,B,17,4
12066,B,17,4
12067,B,17,4
12068,B,17,4
12069,B,17,4
12070,B,17,4
12071,B,17,4
12072,B,17,4
12073,B,17,4
12074,B,17,4
12075,B,17,5
12076,B,17,5
12077,B,17,5
12078,B,16,4
12079,B,16,4
12080,B,16,4
12081,B,16,4
12082,B,16,4
12083,B,16,4
12084,B,16,4
12085,B,16,4
12086,B,16,4
12087,B,16,4
12088,B,16,4
12089,B,16,4
12090,B,16,3
12091,B,16,3
12092,B,16,3
12093,B,16,3
12094,B,16,3
12095,B,16,3
12096,B,16,3
12097,B,16,3
12098,B,16,3
12099,B,16,3
12100,B,16,3
12101,B,16,3
12102,B,16,3
12103,B,16,3
12104,B,16,3
12105,B,16,3
12106,B,16,3
12107,B,16,3
12108,B,16,3
12109,B,16,3
12110,B,16,3
12111,B,16,3
12112,B,16,3
12113,B,16,3
12114,B,16,4
12115,B,16,4
12116,B,16,4
12117,B,16,4
12118,B,16,4
12119,B,16,4
12120,B,16,4
12121,B,16,4
12122,B,16,4
12123,B,16,4
12124,B,16,4
12125,B,16,4
12126,B,16,4
12127,B,16,4
12128,B,16,4
12129,B,16,4
12130,B,16,4
12131,B,16,4
12132,B,16,4
12133,B,16,4
12134,B,16,4
12135,B,16,4
12136,B,16,4
12137,B,16,4
12138,B,16,4
12139,B,16,4
12140,B,16,4
12141,B,16,4
12142,B,16,4
12143,B,16,4
12144,B,16,4
12145,B,16,4
12146,B,16,4
12147,B,16,4
12148,B,16,4
12149,B,16,4
12150,B,18,4
12151,B,18,4
12152,B,18,4
12153,B,17,4
12154,B,17,4
12155,B,17,4
12156,B,17,4
12157,B,17,4
12158,B,17,4
12159,B,17,4
12160,B,17,4
12161,B,17,4
12162,B,17,4
12163,B,17,4
12164,B,17,4
12165,B,17,5
12166,B,17,5
12167,B,17,5
12168,B,16,4
12169,B,16,4
12170,B,16,4
12171,B,16,4
12172,B,16,4
12173,B,16,4
12174,B,16,4
12175,B,16,4
12176,B,16,4
12177,B,16,4
12178,B,16,4
12179,B,16,4
12180,B,17,4
12181,B,17,4
12182,B,17,4
12183,B,17,5
12184,B,17,5
12185,B,17,5
12186,B,16,5
12187,B,16,5
12188,B,16,5
12189,B,16,5
12190,B,16,4
12191,B,16,4
12192,B,16,4
12193,B,16,4
12194,B,16,4
12195,B,16,4
12196,B,16,4
12197,B,16,4
12198,B,16,4
12199,B,16,4
12200,B,16,4
12201,B,16,4
12202,B,16,5
12203,B,16,5
12204,B,16,5
12205,B,16,5
12206,B,16,5
12207,B,16,5
12208,B,16,5
12209,B,16,5
12210,B,17,3
12211,B,17,3
12212,B,17,3
12213,B,17,4
12214,B,17,4
12215,B,17,4
12216,B,17,4
12217,B,17,4
12218,B,17,4
12219,B,17,4
12220,B,17,4
12221,B,17,4
12222,B,17,4
12223,B,17,4
12224,B,17,4
12225,B,17,5
12226,B,17,5
12227,B,17,5
12228,B,16,4
12229,B,16,4
12230,B,16,4
12231,B,16,4
12232,B,16,4
12233,B,16,4
12234,B,16,4
12235,B,16,4
12236,B,16,4
12237,B,16,4
12238,B,16,4
12239,B,16,4
12240,B,17,4
12241,B,17,4
12242,B,17,4
12243,B,17,5
12244,B,17,5
12245,B,17,5
12246,B,16,5
12247,B,16,5
12248,B,16,5
12249,B,16,5
12250,B,15,4
12251,B,15,4
12252,B,15,4
12253,B,15,4
12254,B,15,4
12255,B,15,4
12256,B,15,4
12257,B,15,4
12258,B,15,4
12259,B,15,4
12260,B,15,4
12261,B,15,4
12262,B,15,4
12263,B,15,4
12264,B,15,4
12265,B,15,4
12266,B,15,4
12267,B,15,4
12268,B,15,4
12269,B,15,4
12270,B,16,3
12271,B,16,3
12272,B,16,3
12273,B,16,3
12274,B,16,3
12275,B,16,3
12276,B,16,3
12277,B,16,3
12278,B,16,3
12279,B,16,3
12280,B,16,3
12281,B,16,3
12282,B,16,3
12283,B,16,3
12284,B,16,3
12285,B,16,3
12286,B,16,3
12287,B,16,3
12288,B,16,3
12289,B,16,3
12290,B,16,3
12291,B,16,3
12292,B,16,3
12293,B,16,3
12294,B,16,4
12295,B,16,4
12296,B,16,4
12297,B,16,4
12298,B,16,4
12299,B,16,4
12300,B,16,4
12301,B,16,4
12302,B,16,4
12303,B,16,4
12304,B,16,4
12305,B,16,4
12306,B,16,4
12307,B,16,4
12308,B,16,4
12309,B,16,4
12310,B,16,4
12311,B,16,4
12312,B,16,4
12313,B,16,4
12314,B,16,4
12315,B,16,4
12316,B,16,4
12317,B,16,4
12318,B,16,4
12319,B,16,4
12320,B,16,4
12321,B,16,4
12322,B,16,4
12323,B,16,4
12324,B,16,4
12325,B,16,4
12326,B,16,4
12327,B,16,4
12328,B,16,4
12329,B,16,4
12330,B,16,4
12331,B,16,4
12332,B,16,4
12333,B,16,4
12334,B,16,4
12335,B,16,4
12336,B,16,4
12337,B,16,4
12338,B,16,4
12339,B,16,4
12340,B,16,4
12341,B,16,4
12342,B,16,5
12343,B,16,5
12344,B,16,5
12345,B,16,5
12346,B,16,5
12347,B,16,5
12348,B,16,5
12349,B,16,5
12350,B,15,4
12351,B,15,4
12352,B,15,4
12353,B,15,4
12354,B,15,4
12355,B,15,4
12356,B,15,4
12357,B,15,4
12358,B,15,4
12359,B,15,4
12360,B,15,4
12361,B,15,4
12362,B,15,4
12363,B,15,4
12364,B,15,4
12365,B,15,4
12366,B,15,4
12367,B,15,4
12368,B,15,4
12369,B,15,4
12370,B,15,4
12371,B,15,4
12372,B,15,4
12373,B,15,4
12374,B,15,4
12375,B,15,4
12376,B,15,4
12377,B,15,4
12378,B,15,4
12379,B,15,4
12380,B,15,4
12381,B,15,4
12382,B,15,4
12383,B,15,4
12384,B,15,4
12385,B,15,4
12386,B,15,4
12387,B,15,4
12388,B,15,4
12389,B,15,4
12390,B,17,3
12391,B,17,3
12392,B,17,3
12393,B,17,3
12394,B,17,3
12395,B,17,3
12396,B,17,3
12397,B,17,3
12398,B,17,3
12399,B,17,4
12400,B,17,4
12401,B,17,4
12402,B,17,4
12403,B,17,4
12404,B,17,4
12405,B,17,4
12406,B,17,4
12407,B,17,4
12408,B,16,3
12409,B,16,3
12410,B,16,3
12411,B,16,3
12412,B,16,3
12413,B,16,3
12414,B,16,3
12415,B,16,3
12416,B,16,3
12417,B,16,3
12418,B,16,3
12419,B,16,3
12420,B,17,3
12421,B,17,3
12422,B,17,3
12423,B,17,4
12424,B,17,4
12425,B,17,4
12426,B,17,4
12427,B,17,4
12428,B,17,4
12429,B,17,4
12430,B,17,4
12431,B,17,4
12432,B,17,4
12433,B,17,4
12434,B,17,4
12435,B,17,5
12436,B,17,5
12437,B,17,5
12438,B,16,4
12439,B,16,4
12440,B,16,4
12441,B,16,4
12442,B,16,4
12443,B,16,4
12444,B,16,4
12445,B,16,4
12446,B,16,4
12447,B,16,4
12448,B,16,4
12449,B,16,4
12450,B,15,3
12451,B,15,3
12452,B,15,3
12453,B,15,3
12454,B,15,3
12455,B,15,3
12456,B,15,3
12457,B,15,3
12458,B,15,3
12459,B,15,3
12460,B,15,3
12461,B,15,3
12462,B,15,3
12463,B,15,3
12464,B,15,3
12465,B,15,3
12466,B,15,3
12467,B,15,3
12468,B,15,3
12469,B,15,3
12470,B,15,3
12471,B,15,3
12472,B,15,3
12473,B,15,3
12474,B,15,3
12475,B,15,3
12476,B,15,3
12477,B,15,3
12478,B,15,3
12479,B,15,3
12480,B,17,3
12481,B,17,3
12482,B,17,3
12483,B,17,4
12484,B,17,4
12485,B,17,4
12486,B,17,4
12487,B,17,4
12488,B,17,4
12489,B,17,4
12490,B,17,4
12491,B,17,4
12492,B,17,4
12493,B,17,4
12494,B,17,4
12495,B,17,5
12496,B,17,5
12497,B,17,5
12498,B,16,4
12499,B,16,4
12500,B,16,4
12501,B,16,4
12502,B,16,4
12503,B,16,4
12504,B,16,4
12505,B,16,4
12506,B,16,4
12507,B,16,4
12508,B,16,4
12509,B,16,4
12510,B,17,4
12511,B,17,4
12512,B,17,4
12513,B,17,5
12514,B,17,5
12515,B,17,5
12516,B,16,5
12517,B,16,5
12518,B,16,5
12519,B,16,5
12520,B,15,4
12521,B,15,4
12522,B,15,4
12523,B,15,4
12524,B,15,4
12525,B,15,4
12526,B,15,4
12527,B,15,4
12528,B,15,4
12529,B,15,4
12530,B,15,4
12531,B,15,4
12532,B,15,4
12533,B,15,4
12534,B,15,4
12535,B,15,4
12536,B,15,4
12537,B,15,4
12538,B,15,4
12539,B,15,4
12540,B,15,3
12541,B,15,3
12542,B,15,3
12543,B,15,3
12544,B,15,3
12545,B,15,3
12546,B,15,3
12547,B,15,3
12548,B,15,3
12549,B,15,3
12550,B,15,3
12551,B,15,3
12552,B,15,3
12553,B,15,3
12554,B,15,3
12555,B,15,3
12556,B,15,3
12557,B,15,3
12558,B,15,3
12559,B,15,3
12560,B,15,3
12561,B,15,3
12562,B,15,3
12563,B,15,3
12564,B,15,3
12565,B,15,3
12566,B,15,3
12567,B,15,3
12568,B,15,3
12569,B,15,3
12570,B,15,4
12571,B,15,4
12572,B,15,4
12573,B,15,4
12574,B,15,4
12575,B,15,4
12576,B,15,4
12577,B,15,4
12578,B,15,4
12579,B,15,4
12580,B,15,4
12581,B,15,4
12582,B,15,4
12583,B,15,4
12584,B,15,4
12585,B,15,4
12586,B,15,4
12587,B,15,4
12588,B,15,4
12589,B,15,4
12590,B,15,4
12591,B,15,4
12592,B,15,4
12593,B,15,4
12594,B,15,4
12595,B,15,4
12596,B,15,4
12597,B,15,4
12598,B,15,4
12599,B,15,4
12600,B,16,2
12601,B,16,2
12602,B,16,2
12603,B,16,2
12604,B,16,2
12605,B,16,2
12606,B,16,2
12607,B,16,2
12608,B,16,2
12609,B,16,2
12610,B,16,2
12611,B,16,2
12612,B,16,3
12613,B,16,3
12614,B,16,3
12615,B,16,3
12616,B,16,3
12617,B,16,3
12618,B,16,3
12619,B,16,3
12620,B,16,3
12621,B,16,3
12622,B,16,3
12623,B,16,3
12624,B,16,3
12625,B,16,3
12626,B,16,3
12627,B,16,3
12628,B,16,3
12629,B,16,3
12630,B,16,3
12631,B,16,3
12632,B,16,3
12633,B,16,3
12634,B,16,3
12635,B,16,3
12636,B,16,3
12637,B,16,3
12638,B,16,3
12639,B,16,3
12640,B,16,3
12641,B,16,3
12642,B,16,3
12643,B,16,3
12644,B,16,3
12645,B,16,3
12646,B,16,3
12647,B,16,3
12648,B,16,3
12649,B,16,3
12650,B,16,3
12651,B,16,3
12652,B,16,3
12653,B,16,3
12654,B,16,3
12655,B,16,3
12656,B,16,3
12657,B,16,3
12658,B,16,3
12659,B,16,3
12660,B,16,3
12661,B,16,3
12662,B,16,3
12663,B,16,3
12664,B,16,3
12665,B,16,3
12666,B,16,3
12667,B,16,3
12668,B,16,3
12669,B,16,3
12670,B,16,3
12671,B,16,3
12672,B,16,3
12673,B,16,3
12674,B,16,3
12675,B,16,3
12676,B,16,3
12677,B,16,3
12678,B,16,3
12679,B,16,3
12680,B,16,3
12681,B,16,3
12682,B,16,3
12683,B,16,3
12684,B,16,4
12685,B,16,4
12686,B,16,4
12687,B,16,4
12688,B,16,4
12689,B,16,4
12690,B,16,4
12691,B,16,4
12692,B,16,4
12693,B,16,4
12694,B,16,4
12695,B,16,4
12696,B,16,4
12697,B,16,4
12698,B,16,4
12699,B,16,4
12700,B,16,4
12701,B,16,4
12702,B,16,4
12703,B,16,4
12704,B,16,4
12705,B,16,4
12706,B,16,4
12707,B,16,4
12708,B,16,4
12709,B,16,4
12710,B,16,4
12711,B,16,4
12712,B,16,4
12713,B,16,4
12714,B,16,4
12715,B,16,4
12716,B,16,4
12717,B,16,4
12718,B,16,4
12719,B,16,4
12720,B,15,3
12721,B,15,3
12722,B,15,3
12723,B,15,3
12724,B,15,3
12725,B,15,3
12726,B,15,3
12727,B,15,3
12728,B,15,3
12729,B,15,3
12730,B,15,3
12731,B,15,3
12732,B,15,3
12733,B,15,3
12734,B,15,3
12735,B,15,3
12736,B,15,3
12737,B,15,3
12738,B,15,3
12739,B,15,3
12740,B,15,3
12741,B,15,3
12742,B,15,3
12743,B,15,3
12744,B,15,3
12745,B,15,3
12746,B,15,3
12747,B,15,3
12748,B,15,3
12749,B,15,3
12750,B,15,3
12751,B,15,3
12752,B,15,3
12753,B,15,3
12754,B,15,3
12755,B,15,3
12756,B,15,3
12757,B,15,3
12758,B,15,3
12759,B,15,3
12760,B,15,3
12761,B,15,3
12762,B,15,3
12763,B,15,3
12764,B,15,3
12765,B,15,3
12766,B,15,3
12767,B,15,3
12768,B,15,3
12769,B,15,3
12770,B,15,3
12771,B,15,3
12772,B,15,3
12773,B,15,3
12774,B,15,3
12775,B,15,3
12776,B,15,3
12777,B,15,3
12778,B,15,3
12779,B,15,3
12780,B,16,3
12781,B,16,3
12782,B,16,3
12783,B,16,3
12784,B,16,3
12785,B,16,3
12786,B,16,3
12787,B,16,3
12788,B,16,3
12789,B,16,3
12790,B,16,3
12791,B,16,3
12792,B,16,3
12793,B,16,3
12794,B,16,3
12795,B,16,3
12796,B,16,3
12797,B,16,3
12798,B,16,3
12799,B,16,3
12800,B,16,3
12801,B,16,3
12802,B,16,3
12803,B,16,3
12804,B,16,4
12805,B,16,4
12806,B,16,4
12807,B,16,4
12808,B,16,4
12809,B,16,4
12810,B,16,4
12811,B,16,4
12812,B,16,4
12813,B,16,4
12814,B,16,4
12815,B,16,4
12816,B,16,4
12817,B,16,4
12818,B,16,4
12819,B,16,4
12820,B,16,4
12821,B,16,4
12822,B,16,4
12823,B,16,4
12824,B,16,4
12825,B,16,4
12826,B,16,4
12827,B,16,4
12828,B,16,4
12829,B,16,4
12830,B,16,4
12831,B,16,4
12832,B,16,4
12833,B,16,4
12834,B,16,4
12835,B,16,4
12836,B,16,4
12837,B,16,4
12838,B,16,4
12839,B,16,4
12840,B,16,4
12841,B,16,4
12842,B,16,4
12843,B,16,4
12844,B,16,4
12845,B,16,4
12846,B,16,4
12847,B,16,4
12848,B,16,4
12849,B,16,4
12850,B,16,4
12851,B,16,4
12852,B,16,5
12853,B,16,5
12854,B,16,5
12855,B,16,5
12856,B,16,5
12857,B,16,5
12858,B,16,5
12859,B,16,5
12860,B,15,4
12861,B,15,4
12862,B,15,4
12863,B,15,4
12864,B,15,4
12865,B,15,4
12866,B,15,4
12867,B,15,4
12868,B,15,4
12869,B,15,4
12870,B,15,4
12871,B,15,4
12872,B,15,4
12873,B,15,4
12874,B,15,4
12875,B,15,4
12876,B,15,4
12877,B,15,4
12878,B,15,4
12879,B,15,4
12880,B,15,4
12881,B,15,4
12882,B,15,4
12883,B,15,4
12884,B,15,4
12885,B,15,4
12886,B,15,4
12887,B,15,4
12888,B,15,4
12889,B,15,4
12890,B,15,4
12891,B,15,4
12892,B,15,4
12893,B,15,4
12894,B,15,4
12895,B,15,4
12896,B,15,4
12897,B,15,4
12898,B,15,4
12899,B,15,4
12900,B,15,3
12901,B,15,3
12902,B,15,3
12903,B,15,3
12904,B,15,3
12905,B,15,3
12906,B,15,3
12907,B,15,3
12908,B,15,3
12909,B,15,3
12910,B,15,3
12911,B,15,3
12912,B,15,3
12913,B,15,3
12914,B,15,3
12915,B,15,3
12916,B,15,3
12917,B,15,3
12918,B,15,3
12919,B,15,3
12920,B,15,3
12921,B,15,3
12922,B,15,3
12923,B,15,3
12924,B,15,3
12925,B,15,3
12926,B,15,3
12927,B,15,3
12928,B,15,3
12929,B,15,3
12930,B,15,4
12931,B,15,4
12932,B,15,4
12933,B,15,4
12934,B,15,4
12935,B,15,4
12936,B,15,4
12937,B,15,4
12938,B,15,4
12939,B,15,4
12940,B,15,4
12941,B,15,4
12942,B,15,4
12943,B,15,4
12944,B,15,4
12945,B,15,4
12946,B,15,4
12947,B,15,4
12948,B,15,4
12949,B,15,4
12950,B,15,4
12951,B,15,4
12952,B,15,4
12953,B,15,4
12954,B,15,4
12955,B,15,4
12956,B,15,4
12957,B,15,4
12958,B,15,4
12959,B,15,4
12960,B,14,3
12961,B,14,3
12962,B,14,3
12963,B,14,3
12964,B,14,3
12965,B,14,3
12966,B,14,3
12967,B,14,3
12968,B,14,3
12969,B,14,3
12970,B,14,3
12971,B,14,3
12972,B,14,3
12973,B,14,3
12974,B,14,3
12975,B,14,3
12976,B,14,3
12977,B,14,3
12978,B,14,3
12979,B,14,3
12980,B,14,3
12981,B,14,3
12982,B,14,3
12983,B,14,3
12984,B,14,3
12985,B,14,3
12986,B,14,3
12987,B,14,3
12988,B,14,3
12989,B,14,3
12990,B,14,3
12991,B,14,3
12992,B,14,3
12993,B,14,3
12994,B,14,3
12995,B,14,3
12996,B,14,3
12997,B,14,3
12998,B,14,3
12999,B,14,3
13000,B,14,3
13001,B,14,3
13002,B,14,3
13003,B,14,3
13004,B,14,3
13005,B,14,3
13006,B,14,3
13007,B,14,3
13008,B,14,3
13009,B,14,3
13010,B,14,3
13011,B,14,3
13012,B,14,3
13013,B,14,3
13014,B,14,3
13015,B,14,3
13016,B,14,3
13017,B,14,3
13018,B,14,3
13019,B,14,3
13020,B,18,4
13021,B,18,4
13022,B,18,4
13023,B,17,3
13024,B,17,3
13025,B,17,3
13026,B,17,3
13027,B,17,3
13028,B,17,3
13029,B,17,3
13030,B,17,3
13031,B,17,3
13032,B,18,4
13033,B,18,4
13034,B,18,4
13035,B,17,4
13036,B,17,4
13037,B,17,4
13038,B,17,4
13039,B,17,4
13040,B,17,4
13041,B,17,4
13042,B,17,4
13043,B,17,4
13044,B,17,3
13045,B,17,3
13046,B,17,3
13047,B,17,4
13048,B,17,4
13049,B,17,4
13050,B,17,4
13051,B,17,4
13052,B,17,4
13053,B,17,4
13054,B,17,4
13055,B,17,4
13056,B,16,3
13057,B,16,3
13058,B,16,3
13059,B,16,3
13060,B,16,3
13061,B,16,3
13062,B,16,3
13063,B,16,3
13064,B,16,3
13065,B,16,3
13066,B,16,3
13067,B,16,3
13068,B,16,3
13069,B,16,3
13070,B,16,3
13071,B,16,3
13072,B,16,3
13073,B,16,3
13074,B,16,3
13075,B,16,3
13076,B,16,3
13077,B,16,3
13078,B,16,3
13079,B,16,3
13080,B,18,4
13081,B,18,4
13082,B,18,4
13083,B,17,4
13084,B,17,4
13085,B,17,4
13086,B,17,4
13087,B,17,4
13088,B,17,4
13089,B,17,4
13090,B,17,4
13091,B,17,4
13092,B,17,4
13093,B,17,4
13094,B,17,4
13095,B,17,5
13096,B,17,5
13097,B,17,5
13098,B,16,4
13099,B,16,4
13100,B,16,4
13101,B,16,4
13102,B,16,4
13103,B,16,4
13104,B,16,4
13105,B,16,4
13106,B,16,4
13107,B,16,4
13108,B,16,4
13109,B,16,4
13110,B,17,3
13111,B,17,3
13112,B,17,3
13113,B,17,4
13114,B,17,4
13115,B,17,4
13116,B,17,4
13117,B,17,4
13118,B,17,4
13119,B,17,4
13120,B,17,4
13121,B,17,4
13122,B,17,4
13123,B,17,4
13124,B,17,4
13125,B,17,5
13126,B,17,5
13127,B,17,5
13128,B,16,4
13129,B,16,4
13130,B,16,4
13131,B,16,4
13132,B,16,4
13133,B,16,4
13134,B,16,4
13135,B,16,4
13136,B,16,4
13137,B,16,4
13138,B,16,4
13139,B,16,4
13140,B,16,3
13141,B,16,3
13142,B,16,3
13143,B,16,3
13144,B,16,3
13145,B,16,3
13146,B,16,3
13147,B,16,3
13148,B,16,3
13149,B,16,3
13150,B,16,3
13151,B,16,3
13152,B,16,3
13153,B,16,3
13154,B,16,3
13155,B,16,3
13156,B,16,3
13157,B,16,3
13158,B,16,3
13159,B,16,3
13160,B,16,3
13161,B,16,3
13162,B,16,3
13163,B,16,3
13164,B,16,4
13165,B,16,4
13166,B,16,4
13167,B,16,4
13168,B,16,4
13169,B,16,4
13170,B,16,4
13171,B,16,4
13172,B,16,4
13173,B,16,4
13174,B,16,4
13175,B,16,4
13176,B,16,4
13177,B,16,4
13178,B,16,4
13179,B,16,4
13180,B,16,4
13181,B,16,4
13182,B,16,4
13183,B,16,4
13184,B,16,4
13185,B,16,4
13186,B,16,4
13187,B,16,4
13188,B,16,4
13189,B,16,4
13190,B,16,4
13191,B,16,4
13192,B,16,4
13193,B,16,4
13194,B,16,4
13195,B,16,4
13196,B,16,4
13197,B,16,4
13198,B,16,4
13199,B,16,4
13200,B,18,4
13201,B,18,4
13202,B,18,4
13203,B,17,4
13204,B,17,4
13205,B,17,4
13206,B,17,4
13207,B,17,4
13208,B,17,4
13209,B,17,4
13210,B,17,4
13211,B,17,4
13212,B,17,4
13213,B,17,4
13214,B,17,4
13215,B,17,5
13216,B,17,5
13217,B,17,5
13218,B,16,4
13219,B,16,4
