match,result,turned_cards,number_of_battles
124534,A,51,14
124535,A,70,19
124536,A,199,61
124537,A,56,17
124538,A,70,21
124539,A,141,41
124540,A,75,22
124541,B,73,22
124542,A,57,16
124543,A,79,21
124544,B,41,11
124545,B,38,10
124546,B,54,16
124547,B,70,22
124548,A,39,12
124549,B,125,37
124550,B,77,22
124551,A,55,17
124552,A,55,17
124553,A,97,28
124554,B,160,48
124555,B,47,13
124556,A,73,21
124557,B,117,35
124558,A,100,30
124559,B,58,18
124560,A,78,23
124561,A,133,41
124562,A,38,12
124563,A,38,12
124564,A,58,18
124565,A,38,12
124566,A,118,36
124567,B,57,16
124568,A,42,13
124569,A,39,12
124570,A,70,22
124571,A,39,12
124572,B,51,16
124573,A,58,18
124574,B,47,14
124575,A,65,20
124576,A,149,44
124577,A,59,18
124578,A,60,19
124579,A,143,43
124580,B,63,19
124581,B,39,12
124582,A,73,22
124583,A,46,14
124584,A,48,14
124585,A,36,11
124586,B,70,21
124587,B,62,19
124588,B,89,26
124589,B,77,22
124590,A,40,12
124591,A,39,12
124592,A,175,52
124593,A,44,14
124594,A,33,10
124595,B,49,16
124596,B,39,11
124597,B,39,11
124598,A,53,14
124599,B,19,6
124600,A,61,17
124601,B,19,6
124602,A,53,14
124603,A,55,15
124604,B,18,6
124605,B,144,45
124606,A,61,16
124607,B,18,6
124608,A,59,17
124609,A,123,38
124610,B,100,30
124611,A,51,14
124612,A,46,13
124613,A,77,23
124614,A,56,15
124615,A,51,14
124616,B,48,13
124617,A,109,36
124618,A,129,40
124619,A,50,16
124620,A,39,12
124621,A,94,26
124622,A,96,26
124623,A,35,9
124624,A,35,9
124625,A,39,10
124626,B,49,14
124627,B,44,12
124628,A,88,25
124629,B,58,18
124630,B,55,16
124631,B,70,22
124632,A,53,16
124633,A,93,28
124634,B,51,14
124635,A,38,10
124636,A,38,10
124637,A,29,8
124638,B,142,43
124639,B,36,9
124640,A,64,20
124641,A,41,12
124642,A,59,17
124643,B,135,41
124644,A,81,27
124645,B,36,11
124646,B,36,11
124647,B,79,24
124648,A,85,26
124649,A,58,18
124650,A,55,18
124651,B,58,19
124652,B,40,12
124653,B,39,12
124654,A,53,15
124655,A,62,18
124656,A,66,21
124657,A,96,29
124658,B,60,19
124659,B,52,16
124660,A,46,14
124661,A,46,14
124662,B,46,15
124663,A,37,12
124664,A,36,11
124665,A,36,12
124666,A,37,12
124667,B,84,26
124668,B,115,32
124669,B,47,13
124670,B,37,10
124671,B,43,13
124672,B,37,10
124673,B,37,10
124674,A,152,46
124675,A,55,15
124676,B,18,6
124677,A,69,19
124678,A,54,15
124679,B,18,6
124680,A,62,18
124681,A,58,17
124682,A,62,18
124683,B,17,6
124684,B,81,25
124685,A,54,15
124686,B,165,48
124687,B,17,6
124688,A,54,16
124689,B,91,28
124690,A,42,12
124691,A,41,12
124692,A,44,13
124693,B,68,19
124694,B,131,40
124695,A,39,10
124696,A,39,10
124697,A,44,13
124698,B,75,24
124699,A,41,13
124700,A,47,16
124701,A,49,16
124702,A,54,17
124703,A,50,17
124704,A,66,20
124705,A,67,20
124706,B,58,18
124707,A,31,8
124708,A,31,8
124709,A,31,8
124710,A,119,34
124711,B,48,15
124712,A,38,12
124713,A,162,51
124714,A,37,12
124715,A,36,11
124716,A,37,12
124717,B,60,19
124718,A,66,19
124719,B,67,20
124720,A,48,15
124721,A,55,17
124722,A,54,17
124723,A,48,16
124724,A,91,26
124725,A,54,15
124726,B,111,33
124727,B,83,25
124728,A,65,19
124729,B,93,28
124730,A,69,21
124731,A,137,43
124732,A,78,23
124733,A,60,17
124734,B,80,23
124735,A,36,11
124736,A,36,11
124737,A,36,12
124738,A,36,11
124739,A,67,21
124740,B,19,5
124741,B,19,5
124742,B,19,5
124743,B,19,5
124744,B,19,5
124745,B,19,5
124746,B,19,5
124747,B,19,5
124748,B,19,5
124749,B,20,6
124750,B,20,6
124751,B,19,6
124752,B,20,6
124753,B,20,6
124754,B,20,6
124755,B,19,6
124756,B,20,6
124757,B,19,6
124758,B,19,5
124759,B,19,5
124760,B,19,5
124761,B,19,5
124762,B,19,5
124763,B,18,5
124764,B,18,5
124765,B,18,5
124766,B,18,5
124767,B,19,5
124768,B,18,5
124769,B,18,5
124770,B,19,5
124771,B,19,5
124772,B,19,5
124773,B,20,6
124774,B,20,6
124775,B,19,6
124776,B,20,6
124777,B,20,6
124778,B,20,6
124779,B,19,6
124780,B,20,6
124781,B,19,6
124782,B,20,6
124783,B,20,6
124784,B,19,6
124785,A,159,49
124786,B,58,18
124787,B,63,20
124788,B,67,19
124789,B,53,14
124790,B,20,6
124791,B,19,6
124792,B,20,6
124793,B,19,6
124794,A,44,14
124795,B,19,6
124796,B,18,6
124797,A,44,15
124798,B,19,6
124799,B,18,6
124800,B,116,36
124801,B,63,19
124802,B,45,13
124803,B,19,5
124804,B,19,5
124805,B,18,5
124806,B,18,5
124807,B,18,5
124808,B,18,5
124809,B,19,5
124810,B,18,5
124811,B,18,5
124812,A,45,12
124813,A,116,32
124814,B,18,5
124815,B,18,5
124816,B,18,5
124817,B,18,5
124818,B,17,5
124819,B,17,5
124820,B,17,5
124821,B,17,5
124822,B,17,5
124823,B,17,5
124824,A,50,14
124825,B,18,5
124826,B,18,5
124827,B,17,5
124828,B,17,5
124829,B,17,5
124830,B,19,5
124831,B,19,5
124832,B,19,5
124833,B,20,6
124834,B,20,6
124835,B,19,6
124836,B,20,6
124837,B,20,6
124838,B,20,6
124839,B,19,6
124840,B,20,6
124841,B,19,6
124842,B,20,6
124843,B,20,6
124844,B,19,6
124845,A,41,13
124846,B,117,37
124847,B,348,104
124848,B,101,31
124849,A,79,24
124850,B,20,6
124851,B,19,6
124852,B,20,6
124853,B,19,6
124854,A,263,80
124855,B,19,6
124856,B,18,6
124857,A,39,12
124858,B,19,6
124859,B,18,6
124860,B,20,6
124861,B,20,6
124862,B,19,6
124863,B,47,14
124864,B,58,18
124865,A,37,12
124866,B,67,21
124867,B,68,20
124868,A,37,12
124869,B,124,39
124870,B,57,17
124871,B,42,11
124872,B,72,22
124873,B,57,17
124874,B,42,11
124875,B,42,11
124876,A,35,10
124877,B,19,6
124878,B,18,6
124879,A,35,10
124880,B,19,6
124881,B,18,6
124882,A,64,20
124883,A,43,15
124884,B,18,6
124885,B,17,6
124886,B,56,17
124887,A,35,11
124888,B,18,6
124889,B,17,6
124890,B,51,14
124891,B,25,7
124892,B,24,7
124893,B,19,5
124894,B,19,5
124895,B,18,5
124896,B,18,5
124897,B,18,5
124898,B,18,5
124899,B,19,5
124900,B,18,5
124901,B,18,5
124902,B,95,29
124903,A,42,13
124904,B,18,5
124905,B,18,5
124906,B,18,5
124907,B,18,5
124908,B,17,5
124909,B,17,5
124910,B,17,5
124911,B,17,5
124912,B,17,5
124913,B,17,5
124914,A,45,14
124915,B,18,5
124916,B,18,5
124917,B,17,5
124918,B,17,5
124919,B,17,5
124920,A,88,28
124921,A,42,14
124922,B,118,34
124923,B,191,58
124924,B,79,23
124925,A,41,14
124926,A,40,12
124927,B,19,6
124928,B,18,6
124929,A,90,29
124930,B,19,6
124931,B,18,6
124932,A,41,13
124933,A,39,12
124934,B,18,6
124935,B,17,6
124936,A,50,16
124937,A,41,13
124938,B,18,6
124939,B,17,6
124940,A,121,36
124941,A,136,39
124942,A,123,37
124943,A,64,20
124944,B,19,6
124945,B,18,6
124946,A,40,12
124947,A,40,13
124948,B,18,6
124949,B,17,6
124950,B,19,5
124951,B,19,5
124952,B,19,5
124953,B,20,6
124954,B,20,6
124955,B,19,6
124956,B,20,6
124957,B,20,6
124958,B,20,6
124959,B,19,6
124960,B,20,6
124961,B,19,6
124962,B,20,6
124963,B,20,6
124964,B,19,6
124965,B,83,26
124966,B,62,19
124967,A,45,14
124968,B,68,19
124969,B,51,13
124970,B,20,6
124971,B,19,6
124972,B,20,6
124973,B,19,6
124974,A,42,12
124975,B,19,6
124976,B,18,6
124977,A,98,29
124978,B,19,6
124979,B,18,6
124980,B,20,6
124981,B,20,6
124982,B,19,6
124983,B,43,12
124984,A,38,12
124985,A,37,12
124986,B,51,15
124987,A,153,48
124988,A,68,20
124989,A,62,20
124990,B,64,18
124991,B,143,43
124992,B,145,45
124993,B,64,18
124994,B,43,12
124995,A,57,17
124996,B,94,28
124997,B,19,6
124998,B,18,6
124999,B,78,24
125000,B,19,6
125001,B,18,6
125002,A,34,10
125003,A,34,10
125004,B,18,6
125005,B,17,6
125006,A,40,12
125007,A,38,12
125008,B,18,6
125009,B,17,6
125010,B,20,6
125011,B,20,6
125012,B,19,6
125013,B,37,10
125014,A,35,10
125015,A,36,11
125016,B,43,12
125017,B,43,13
125018,B,62,18
125019,A,35,11
125020,B,139,41
125021,A,103,32
125022,B,60,19
125023,A,136,41
125024,A,35,12
125025,B,37,11
125026,B,25,7
125027,A,111,34
125028,B,37,11
125029,B,25,7
125030,B,24,7
125031,B,146,46
125032,B,19,6
125033,B,18,6
125034,B,59,18
125035,B,19,6
125036,B,18,6
125037,A,54,18
125038,B,85,27
125039,B,18,6
125040,B,17,6
125041,B,75,24
125042,B,89,28
125043,B,18,6
125044,B,17,6
125045,A,118,37
125046,B,89,27
125047,A,125,40
125048,A,88,28
125049,A,69,22
125050,B,102,32
125051,B,114,35
125052,A,89,28
125053,A,67,22
125054,A,55,18
125055,A,174,51
125056,B,47,13
125057,B,47,13
125058,B,19,5
125059,B,19,5
125060,B,18,5
125061,B,18,5
125062,B,18,5
125063,B,18,5
125064,B,19,5
125065,B,18,5
125066,B,18,5
125067,A,44,13
125068,A,49,15
125069,B,18,5
125070,B,18,5
125071,B,18,5
125072,B,18,5
125073,B,17,5
125074,B,17,5
125075,B,17,5
125076,B,17,5
125077,B,17,5
125078,B,17,5
125079,B,103,30
125080,B,18,5
125081,B,18,5
125082,B,17,5
125083,B,17,5
125084,B,17,5
125085,B,70,21
125086,B,122,38
125087,B,72,23
125088,B,78,22
125089,A,84,26
125090,A,62,19
125091,A,90,29
125092,B,19,6
125093,B,18,6
125094,A,150,45
125095,B,19,6
125096,B,18,6
125097,A,52,16
125098,A,39,12
125099,B,18,6
125100,B,17,6
125101,A,46,14
125102,B,133,40
125103,B,18,6
125104,B,17,6
125105,B,44,11
125106,B,42,12
125107,B,44,12
125108,A,68,20
125109,B,19,6
125110,B,18,6
125111,B,86,26
125112,A,67,20
125113,B,18,6
125114,B,17,6
125115,B,128,38
125116,B,25,7
125117,B,67,19
125118,A,63,18
125119,B,25,7
125120,B,24,7
125121,B,138,41
125122,B,19,6
125123,B,18,6
125124,B,63,19
125125,B,19,6
125126,B,18,6
125127,A,52,16
125128,A,41,13
125129,B,18,6
125130,B,17,6
125131,B,66,21
125132,A,98,31
125133,B,18,6
125134,B,17,6
125135,A,61,19
125136,A,40,13
125137,B,113,34
125138,B,93,28
125139,B,96,31
125140,B,108,32
125141,B,94,29
125142,B,63,20
125143,A,44,14
125144,A,66,22
125145,B,50,15
125146,B,55,16
125147,A,70,21
125148,A,93,28
125149,B,35,10
125150,A,65,20
125151,B,56,18
125152,A,35,11
125153,B,18,6
125154,B,17,6
125155,B,52,16
125156,A,79,27
125157,A,69,22
125158,B,17,6
125159,B,16,6
125160,B,19,5
125161,B,19,5
125162,B,19,5
125163,B,20,6
125164,B,20,6
125165,B,19,6
125166,B,20,6
125167,B,20,6
125168,B,20,6
125169,B,19,6
125170,B,20,6
125171,B,19,6
125172,B,20,6
125173,B,20,6
125174,B,19,6
125175,B,67,21
125176,B,71,23
125177,A,45,14
125178,B,39,11
125179,B,38,11
125180,B,20,6
125181,B,19,6
125182,B,20,6
125183,B,19,6
125184,A,40,11
125185,B,19,6
125186,B,18,6
125187,B,64,18
125188,B,19,6
125189,B,18,6
125190,B,20,6
125191,B,20,6
125192,B,19,6
125193,B,133,43
125194,A,37,11
125195,A,57,18
125196,A,100,30
125197,B,58,18
125198,A,56,17
125199,A,106,34
125200,B,39,11
125201,B,38,11
125202,B,38,11
125203,B,38,11
125204,B,37,11
125205,B,37,11
125206,A,55,16
125207,B,19,6
125208,B,18,6
125209,B,74,21
125210,B,19,6
125211,B,18,6
125212,A,62,19
125213,A,56,17
125214,B,18,6
125215,B,17,6
125216,B,154,43
125217,A,55,16
125218,B,18,6
125219,B,17,6
125220,B,20,6
125221,B,20,6
125222,B,19,6
125223,A,95,28
125224,B,146,46
125225,B,131,38
125226,B,43,13
125227,B,67,21
125228,A,119,37
125229,A,54,17
125230,B,65,20
125231,A,36,11
125232,A,94,29
125233,A,39,13
125234,A,35,12
125235,A,65,19
125236,B,25,7
125237,B,170,51
125238,B,77,23
125239,B,25,7
125240,B,24,7
125241,A,40,12
125242,B,19,6
125243,B,18,6
125244,B,74,22
125245,B,19,6
125246,B,18,6
125247,A,199,60
125248,B,94,29
125249,B,18,6
125250,B,17,6
125251,A,55,17
125252,A,87,27
125253,B,18,6
125254,B,17,6
125255,A,46,15
125256,A,42,14
125257,A,41,14
125258,B,124,40
125259,A,42,14
125260,B,61,19
125261,B,37,11
125262,B,37,11
125263,A,138,43
125264,A,50,15
125265,B,20,6
125266,B,20,6
125267,B,19,6
125268,B,38,11
125269,B,64,18
125270,B,129,38
125271,B,36,10
125272,B,36,10
125273,B,67,19
125274,B,113,32
125275,B,58,18
125276,B,43,13
125277,B,42,13
125278,A,103,31
125279,A,96,29
125280,B,73,22
125281,B,56,17
125282,B,56,18
125283,B,48,15
125284,B,45,14
125285,B,46,15
125286,B,50,15
125287,A,126,39
125288,B,61,17
125289,B,36,10
125290,A,84,25
125291,B,36,10
125292,B,90,27
125293,B,19,6
125294,B,18,6
125295,B,117,36
125296,B,19,6
125297,B,18,6
125298,A,85,26
125299,B,58,18
125300,B,18,6
125301,B,17,6
125302,A,46,13
125303,A,55,15
125304,B,18,6
125305,B,17,6
125306,B,116,36
125307,A,135,41
125308,A,75,24
125309,A,96,30
125310,A,36,12
125311,A,55,16
125312,B,32,10
125313,B,32,10
125314,A,36,12
125315,A,35,12
125316,B,55,17
125317,B,112,35
125318,A,128,38
125319,B,87,26
125320,B,45,14
125321,A,140,44
125322,B,50,15
125323,B,62,19
125324,B,57,17
125325,B,57,17
125326,B,98,31
125327,A,114,36
125328,B,32,8
125329,B,32,8
125330,B,32,8
125331,B,19,5
125332,B,19,5
125333,B,18,5
125334,B,18,5
125335,B,18,5
125336,B,18,5
125337,B,19,5
125338,B,18,5
125339,B,18,5
125340,B,88,27
125341,A,61,17
125342,B,18,5
125343,B,18,5
125344,B,18,5
125345,B,18,5
125346,B,17,5
125347,B,17,5
125348,B,17,5
125349,B,17,5
125350,B,17,5
125351,B,17,5
125352,B,143,46
125353,B,18,5
125354,B,18,5
125355,B,17,5
125356,B,17,5
125357,B,17,5
125358,B,41,11
125359,B,41,11
125360,B,43,13
125361,B,41,11
125362,B,43,13
125363,B,41,11
125364,A,61,18
125365,B,19,6
125366,B,18,6
125367,A,39,12
125368,B,19,6
125369,B,18,6
125370,A,49,14
125371,A,60,18
125372,B,18,6
125373,B,17,6
125374,B,125,35
125375,A,38,12
125376,B,18,6
125377,B,17,6
125378,A,136,40
125379,B,125,37
125380,A,75,20
125381,A,115,35
125382,B,19,6
125383,B,18,6
125384,A,53,14
125385,A,63,19
125386,B,18,6
125387,B,17,6
125388,B,77,23
125389,B,25,7
125390,B,67,20
125391,A,75,22
125392,B,25,7
125393,B,24,7
125394,A,58,18
125395,B,19,6
125396,B,18,6
125397,B,85,27
125398,B,19,6
125399,B,18,6
125400,B,74,24
125401,A,78,24
125402,B,18,6
125403,B,17,6
125404,A,150,44
125405,B,71,21
125406,B,18,6
125407,B,17,6
125408,A,41,13
125409,A,93,28
125410,A,41,14
125411,A,44,14
125412,A,40,13
125413,A,41,13
125414,B,50,15
125415,B,49,15
125416,A,52,15
125417,A,51,15
125418,B,78,23
125419,B,61,18
125420,B,91,26
125421,B,87,25
125422,A,121,36
125423,A,105,30
125424,A,223,65
125425,B,70,22
125426,B,18,6
125427,B,17,6
125428,A,33,10
125429,A,56,16
125430,A,62,19
125431,B,17,6
125432,B,16,6
125433,B,50,14
125434,B,49,14
125435,B,67,19
125436,B,51,15
125437,B,153,45
125438,A,142,43
125439,B,76,23
125440,B,19,6
125441,B,18,6
125442,A,113,34
125443,B,19,6
125444,B,18,6
125445,A,102,32
125446,B,117,35
125447,B,18,6
125448,B,17,6
125449,A,52,17
125450,A,122,37
125451,B,18,6
125452,B,17,6
125453,A,53,16
125454,A,198,60
125455,B,77,24
125456,A,58,19
125457,B,83,28
125458,A,57,17
125459,A,82,24
125460,A,112,33
125461,A,36,12
125462,B,89,28
125463,A,67,20
125464,A,97,29
125465,B,77,23
125466,A,69,21
125467,B,186,57
125468,B,106,32
125469,B,70,21
125470,A,67,20
125471,B,40,12
125472,B,40,12
125473,A,43,14
125474,A,42,14
125475,B,64,18
125476,B,69,20
125477,B,77,23
125478,B,30,9
125479,B,40,11
125480,B,88,26
125481,B,30,9
125482,B,40,11
125483,A,71,23
125484,B,76,23
125485,A,115,35
125486,A,138,43
125487,A,34,11
125488,B,17,6
125489,B,16,6
125490,A,48,15
125491,B,163,50
125492,B,72,23
125493,A,33,11
125494,B,16,6
125495,B,15,6
125496,B,19,5
125497,B,19,5
125498,B,19,5
125499,B,20,6
125500,B,20,6
125501,B,19,6
125502,B,20,6
125503,B,20,6
125504,B,20,6
125505,B,19,6
125506,B,20,6
125507,B,19,6
125508,B,20,6
125509,B,20,6
125510,B,19,6
125511,A,41,13
125512,A,46,16
125513,A,121,38
125514,B,124,38
125515,A,64,20
125516,B,20,6
125517,B,19,6
125518,B,20,6
125519,B,19,6
125520,A,44,12
125521,B,19,6
125522,B,18,6
125523,A,144,42
125524,B,19,6
125525,B,18,6
125526,B,20,6
125527,B,20,6
125528,B,19,6
125529,A,110,33
125530,A,41,13
125531,A,46,14
125532,B,40,11
125533,B,40,11
125534,B,56,18
125535,B,53,17
125536,B,77,23
125537,A,141,42
125538,A,78,23
125539,B,39,12
125540,A,86,24
125541,B,134,41
125542,B,151,46
125543,B,19,6
125544,B,18,6
125545,B,271,79
125546,B,19,6
125547,B,18,6
125548,B,94,26
125549,A,50,14
125550,B,18,6
125551,B,17,6
125552,B,117,34
125553,A,43,12
125554,B,18,6
125555,B,17,6
125556,B,20,6
125557,B,20,6
125558,B,19,6
125559,B,44,13
125560,A,40,12
125561,A,42,13
125562,B,41,12
125563,B,41,12
125564,B,63,19
125565,A,35,11
125566,A,212,64
125567,B,44,13
125568,B,66,20
125569,A,85,25
125570,A,81,24
125571,B,27,8
125572,B,25,7
125573,B,27,8
125574,B,47,14
125575,B,25,7
125576,B,24,7
125577,B,110,34
125578,B,19,6
125579,B,18,6
125580,B,56,17
125581,B,19,6
125582,B,18,6
125583,A,41,12
125584,A,42,13
125585,B,18,6
125586,B,17,6
125587,A,50,16
125588,B,84,27
125589,B,18,6
125590,B,17,6
125591,B,72,24
125592,A,113,33
125593,B,100,32
125594,B,128,41
125595,A,50,17
125596,A,101,30
125597,B,91,29
125598,A,72,22
125599,A,74,24
125600,A,49,16
125601,B,20,6
125602,B,20,6
125603,B,19,6
125604,B,38,11
125605,A,66,20
125606,A,54,15
125607,B,37,11
125608,A,177,53
125609,B,200,57
125610,B,61,18
125611,B,40,12
125612,B,35,10
125613,B,35,10
125614,B,65,21
125615,A,93,28
125616,B,34,10
125617,A,48,15
125618,A,63,19
125619,B,35,12
125620,A,69,21
125621,B,95,29
125622,B,29,8
125623,B,29,8
125624,B,29,8
125625,B,29,8
125626,B,29,8
125627,B,29,8
125628,B,46,14
125629,B,19,6
125630,B,18,6
125631,A,173,53
125632,B,19,6
125633,B,18,6
125634,A,50,14
125635,A,50,16
125636,B,18,6
125637,B,17,6
125638,A,46,14
125639,B,87,27
125640,B,18,6
125641,B,17,6
125642,A,99,32
125643,B,35,11
125644,B,35,11
125645,A,35,11
125646,A,36,12
125647,B,100,30
125648,B,64,20
125649,A,75,22
125650,A,36,12
125651,A,65,20
125652,B,33,10
125653,B,80,26
125654,B,83,27
125655,A,60,19
125656,A,50,17
125657,A,75,23
125658,B,34,11
125659,B,65,20
125660,B,51,16
125661,B,85,26
125662,A,54,18
125663,B,92,30
125664,B,20,6
125665,B,20,6
125666,B,19,6
125667,A,56,17
125668,A,51,15
125669,A,45,13
125670,B,39,12
125671,B,38,12
125672,B,88,26
125673,A,114,33
125674,A,70,20
125675,B,38,12
125676,B,36,11
125677,B,75,21
125678,B,65,19
125679,A,178,52
125680,B,97,30
125681,A,41,13
125682,A,100,32
125683,A,55,18
125684,B,35,12
125685,B,35,11
125686,B,29,8
125687,B,29,8
125688,A,122,37
125689,A,36,12
125690,A,37,12
125691,A,80,25
125692,B,32,9
125693,B,32,9
125694,B,32,9
125695,B,32,9
125696,B,32,9
125697,B,32,9
125698,A,52,16
125699,B,19,6
125700,B,18,6
125701,A,123,37
125702,B,19,6
125703,B,18,6
125704,A,48,14
125705,A,60,18
125706,B,18,6
125707,B,17,6
125708,B,78,23
125709,A,49,14
125710,B,18,6
125711,B,17,6
125712,A,48,14
125713,A,93,27
125714,B,32,10
125715,A,95,29
125716,A,49,15
125717,A,107,33
125718,B,75,23
125719,A,66,20
125720,A,78,23
125721,A,49,15
125722,B,48,15
125723,A,100,32
125724,B,84,25
125725,A,77,24
125726,A,93,27
125727,A,41,13
125728,B,54,17
125729,B,106,33
125730,B,31,10
125731,B,31,10
125732,B,71,23
125733,A,52,18
125734,A,112,34
125735,B,29,8
125736,B,29,8
125737,A,125,39
125738,B,109,34
125739,A,36,12
125740,B,121,40
125741,A,81,27
125742,A,73,22
125743,A,41,13
125744,B,40,12
125745,B,40,13
125746,B,85,26
125747,A,33,12
125748,B,154,44
125749,A,62,18
125750,B,111,33
125751,B,19,5
125752,B,19,5
125753,B,18,5
125754,B,18,5
125755,B,18,5
125756,B,18,5
125757,B,19,5
125758,B,18,5
125759,B,18,5
125760,B,79,24
125761,B,93,28
125762,B,18,5
125763,B,18,5
125764,B,18,5
125765,B,18,5
125766,B,17,5
125767,B,17,5
125768,B,17,5
125769,B,17,5
125770,B,17,5
125771,B,17,5
125772,B,114,32
125773,B,18,5
125774,B,18,5
125775,B,17,5
125776,B,17,5
125777,B,17,5
125778,A,67,20
125779,A,69,20
125780,A,118,33
125781,A,65,19
125782,A,58,17
125783,A,106,31
125784,A,42,12
125785,B,19,6
125786,B,18,6
125787,A,114,33
125788,B,19,6
125789,B,18,6
125790,A,56,16
125791,A,56,17
125792,B,18,6
125793,B,17,6
125794,A,52,15
125795,A,53,15
125796,B,18,6
125797,B,17,6
125798,B,39,11
125799,B,38,11
125800,B,38,11
125801,A,46,13
125802,B,19,6
125803,B,18,6
125804,A,50,14
125805,A,50,14
125806,B,18,6
125807,B,17,6
125808,B,26,8
125809,B,25,7
125810,B,26,8
125811,A,104,32
125812,B,25,7
125813,B,24,7
125814,A,58,18
125815,B,19,6
125816,B,18,6
125817,A,87,28
125818,B,19,6
125819,B,18,6
125820,A,41,12
125821,A,146,45
125822,B,18,6
125823,B,17,6
125824,A,52,16
125825,A,44,14
125826,B,18,6
125827,B,17,6
125828,A,41,13
125829,A,92,31
125830,A,41,14
125831,B,85,27
125832,A,52,17
125833,A,83,25
125834,B,46,15
125835,A,62,20
125836,B,91,29
125837,A,51,16
125838,B,96,29
125839,B,54,16
125840,B,57,17
125841,B,53,16
125842,B,54,17
125843,A,120,37
125844,A,39,11
125845,A,221,67
125846,B,18,6
125847,B,17,6
125848,B,115,36
125849,A,39,12
125850,A,36,11
125851,B,17,6
125852,B,16,6
125853,B,28,8
125854,B,28,8
125855,B,28,8
125856,B,28,8
125857,B,28,8
125858,B,28,8
125859,A,50,16
125860,B,19,6
125861,B,18,6
125862,A,47,14
125863,B,19,6
125864,B,18,6
125865,A,51,14
125866,A,46,14
125867,B,18,6
125868,B,17,6
125869,A,127,40
125870,A,75,23
125871,B,18,6
125872,B,17,6
125873,B,76,23
125874,B,50,15
125875,A,97,31
125876,A,36,12
125877,A,56,19
125878,B,77,22
125879,A,106,32
125880,A,60,17
125881,A,35,11
125882,A,54,16
125883,B,66,20
125884,A,102,32
125885,B,79,24
125886,A,111,35
125887,A,52,17
125888,A,112,34
125889,A,92,29
125890,B,82,27
125891,B,58,17
125892,B,67,21
125893,A,145,45
125894,A,42,14
125895,A,96,31
125896,B,75,23
125897,A,127,38
125898,A,58,17
125899,B,65,19
125900,A,263,81
125901,A,62,19
125902,B,165,49
125903,B,64,19
125904,B,58,17
125905,A,32,9
125906,B,96,31
125907,B,69,22
125908,B,17,6
125909,B,16,6
125910,B,78,23
125911,A,32,10
125912,A,66,21
125913,A,54,17
125914,B,16,6
125915,B,15,6
125916,B,47,14
125917,B,89,27
125918,A,147,44
125919,A,92,28
125920,A,60,18
125921,A,115,34
125922,A,54,15
125923,B,19,6
125924,B,18,6
125925,A,50,14
125926,B,19,6
125927,B,18,6
125928,A,136,42
125929,B,83,24
125930,B,18,6
125931,B,17,6
125932,A,68,20
125933,A,116,35
125934,B,18,6
125935,B,17,6
125936,B,120,36
125937,A,217,67
125938,B,191,57
125939,A,35,11
125940,A,35,12
125941,A,169,53
125942,B,73,23
125943,B,167,51
125944,B,77,24
125945,A,34,11
125946,B,64,19
125947,B,54,17
125948,A,84,26
125949,A,75,24
125950,B,75,23
125951,A,97,31
125952,A,44,13
125953,A,107,33
125954,B,96,29
125955,B,149,44
125956,A,35,12
125957,B,88,28
125958,A,59,18
125959,B,28,8
125960,B,28,8
125961,B,56,18
125962,B,92,30
125963,B,62,20
125964,B,81,24
125965,A,46,15
125966,B,97,29
125967,A,34,11
125968,B,84,25
125969,A,176,52
125970,A,34,12
125971,A,57,18
125972,B,95,28
125973,B,64,19
125974,A,52,16
125975,B,25,7
125976,B,96,29
125977,B,67,20
125978,B,25,7
125979,B,24,7
125980,A,126,38
125981,B,48,14
125982,A,96,30
125983,A,60,19
125984,A,45,14
125985,B,17,6
125986,B,16,6
125987,B,63,20
125988,B,71,23
125989,A,111,35
125990,B,110,34
125991,B,16,6
125992,B,15,6
125993,A,47,16
125994,A,41,14
125995,A,40,13
125996,B,48,16
125997,B,48,16
125998,A,101,33
125999,B,83,26
126000,B,19,5
126001,B,19,5
126002,B,19,5
126003,A,19,5
126004,A,19,5
126005,B,19,6
126006,A,19,5
126007,A,19,5
126008,A,19,5
126009,B,19,6
126010,A,19,5
126011,B,19,6
126012,B,20,6
126013,B,20,6
126014,B,19,6
126015,A,40,12
126016,A,215,67
126017,A,45,14
126018,A,20,6
126019,A,20,6
126020,A,19,5
126021,B,19,6
126022,A,19,5
126023,B,19,6
126024,A,20,6
126025,B,19,6
126026,B,18,6
126027,A,20,6
126028,B,19,6
126029,B,18,6
126030,B,20,6
126031,B,20,6
126032,B,19,6
126033,A,38,10
126034,A,37,10
126035,A,37,11
126036,B,77,23
126037,A,38,11
126038,A,37,11
126039,B,68,22
126040,A,20,6
126041,A,20,6
126042,A,21,6
126043,B,58,17
126044,A,21,6
126045,B,46,14
126046,A,20,6
126047,B,19,6
126048,B,18,6
126049,A,20,6
126050,B,19,6
126051,B,18,6
126052,A,21,6
126053,A,80,23
126054,B,18,6
126055,B,17,6
126056,A,21,6
126057,A,52,15
126058,B,18,6
126059,B,17,6
126060,B,20,6
126061,B,20,6
126062,B,19,6
126063,A,35,9
126064,A,35,9
126065,A,35,9
126066,A,45,14
126067,A,45,14
126068,B,61,19
126069,A,35,10
126070,A,49,16
126071,A,49,16
126072,A,36,10
126073,A,35,10
126074,A,35,11
126075,A,40,12
126076,B,36,9
126077,A,41,12
126078,A,42,13
126079,A,40,11
126080,B,50,12
126081,A,40,12
126082,B,19,6
126083,B,18,6
126084,B,74,21
126085,B,19,6
126086,B,18,6
